매장_id,품목_id,기간,창고_재고량
ST_102,IT_103,2023.12.12,3000
ST_102,IT_103,2023.12.13,3000
ST_102,IT_103,2023.12.14,3000
ST_102,IT_103,2023.12.15,3000
ST_102,IT_103,2023.12.16,3000
ST_102,IT_103,2023.12.17,3000
ST_102,IT_103,2023.12.18,3000
ST_102,IT_103,2023.12.19,3000
ST_102,IT_103,2023.12.20,3000
ST_102,IT_103,2023.12.21,3000
ST_102,IT_103,2023.12.22,3000
ST_102,IT_103,2023.12.23,3000
ST_102,IT_103,2023.12.24,3000
ST_102,IT_103,2023.12.25,3000
ST_102,IT_103,2023.12.26,3000
ST_102,IT_103,2023.12.27,3000
ST_102,IT_103,2023.12.28,3000
ST_102,IT_103,2023.12.29,3000
ST_102,IT_103,2023.12.30,3000
ST_102,IT_103,2023.12.31,3000
ST_102,IT_104,2023.12.01,0
ST_102,IT_104,2023.12.02,0
ST_102,IT_104,2023.12.03,0
ST_102,IT_104,2023.12.04,0
ST_102,IT_104,2023.12.05,0
ST_102,IT_104,2023.12.06,0
ST_102,IT_104,2023.12.07,0
ST_102,IT_104,2023.12.08,0
ST_102,IT_104,2023.12.09,0
ST_102,IT_104,2023.12.10,0
ST_102,IT_104,2023.12.11,0
ST_102,IT_104,2023.12.12,0
ST_102,IT_104,2023.12.13,0
ST_102,IT_104,2023.12.14,0
ST_102,IT_104,2023.12.15,0
ST_102,IT_104,2023.12.16,0
ST_102,IT_104,2023.12.17,0
ST_102,IT_104,2023.12.18,0
ST_102,IT_104,2023.12.19,0
ST_102,IT_104,2023.12.20,0
ST_102,IT_104,2023.12.21,0
ST_102,IT_104,2023.12.22,0
ST_102,IT_104,2023.12.23,0
ST_102,IT_104,2023.12.24,0
ST_102,IT_104,2023.12.25,0
ST_102,IT_104,2023.12.26,0
ST_102,IT_104,2023.12.27,0
ST_102,IT_104,2023.12.28,0
ST_102,IT_104,2023.12.29,0
ST_102,IT_104,2023.12.30,0
ST_102,IT_104,2023.12.31,0
ST_102,IT_105,2023.12.01,4000
ST_102,IT_105,2023.12.02,4000
ST_102,IT_105,2023.12.03,4000
ST_102,IT_105,2023.12.04,4000
ST_102,IT_105,2023.12.05,4000
ST_102,IT_105,2023.12.06,4000
ST_102,IT_105,2023.12.07,4000
ST_102,IT_105,2023.12.08,4000
ST_102,IT_105,2023.12.09,4000
ST_102,IT_105,2023.12.10,4000
ST_102,IT_105,2023.12.11,4000
ST_102,IT_105,2023.12.12,4000
ST_102,IT_105,2023.12.13,4000
ST_102,IT_105,2023.12.14,4000
ST_102,IT_105,2023.12.15,4000
ST_102,IT_105,2023.12.16,4000
ST_102,IT_105,2023.12.17,4000
ST_102,IT_105,2023.12.18,4000
ST_102,IT_105,2023.12.19,4000
ST_102,IT_105,2023.12.20,4000
ST_102,IT_105,2023.12.21,4000
ST_102,IT_105,2023.12.22,4000
ST_102,IT_105,2023.12.23,4000
ST_102,IT_105,2023.12.24,4000
ST_102,IT_105,2023.12.25,4000
ST_102,IT_105,2023.12.26,4000
ST_102,IT_105,2023.12.27,4000
ST_102,IT_105,2023.12.28,4000
ST_102,IT_105,2023.12.29,4000
ST_102,IT_105,2023.12.30,4000
ST_102,IT_105,2023.12.31,4000
ST_102,IT_106,2023.12.01,7000
ST_102,IT_106,2023.12.02,7000
ST_102,IT_106,2023.12.03,7000
ST_102,IT_106,2023.12.04,7000
ST_102,IT_106,2023.12.05,7000
ST_102,IT_106,2023.12.06,7000
ST_102,IT_106,2023.12.07,7000
ST_102,IT_106,2023.12.08,7000
ST_102,IT_106,2023.12.09,7000
ST_102,IT_106,2023.12.10,7000
ST_102,IT_106,2023.12.11,7000
ST_102,IT_106,2023.12.12,7000
ST_102,IT_106,2023.12.13,7000
ST_102,IT_106,2023.12.14,7000
ST_102,IT_106,2023.12.15,7000
ST_102,IT_106,2023.12.16,7000
ST_102,IT_106,2023.12.17,7000
ST_102,IT_106,2023.12.18,7000
ST_102,IT_106,2023.12.19,7000
ST_102,IT_106,2023.12.20,7000
ST_102,IT_106,2023.12.21,7000
ST_102,IT_106,2023.12.22,7000
ST_102,IT_106,2023.12.23,7000
ST_102,IT_106,2023.12.24,7000
ST_102,IT_106,2023.12.25,7000
ST_102,IT_106,2023.12.26,7000
ST_102,IT_106,2023.12.27,7000
ST_102,IT_106,2023.12.28,7000
ST_102,IT_106,2023.12.29,7000
ST_102,IT_106,2023.12.30,7000
ST_102,IT_106,2023.12.31,7000
ST_102,IT_107,2023.12.01,3000
ST_102,IT_107,2023.12.02,3000
ST_102,IT_107,2023.12.03,3000
ST_102,IT_107,2023.12.04,3000
ST_102,IT_107,2023.12.05,3000
ST_102,IT_107,2023.12.06,3000
ST_102,IT_107,2023.12.07,3000
ST_102,IT_107,2023.12.08,3000
ST_102,IT_107,2023.12.09,3000
ST_102,IT_107,2023.12.10,3000
ST_102,IT_107,2023.12.11,3000
ST_102,IT_107,2023.12.12,3000
ST_102,IT_107,2023.12.13,3000
ST_102,IT_107,2023.12.14,3000
ST_102,IT_107,2023.12.15,3000
ST_102,IT_107,2023.12.16,3000
ST_102,IT_107,2023.12.17,3000
ST_102,IT_107,2023.12.18,3000
ST_102,IT_107,2023.12.19,3000
ST_102,IT_107,2023.12.20,3000
ST_102,IT_107,2023.12.21,3000
ST_102,IT_107,2023.12.22,3000
ST_102,IT_107,2023.12.23,3000
ST_102,IT_107,2023.12.24,3000
ST_102,IT_107,2023.12.25,3000
ST_102,IT_107,2023.12.26,3000
ST_102,IT_107,2023.12.27,3000
ST_102,IT_107,2023.12.28,3000
ST_102,IT_107,2023.12.29,3000
ST_102,IT_107,2023.12.30,3000
ST_102,IT_107,2023.12.31,3000
ST_102,IT_108,2023.12.01,7000
ST_102,IT_108,2023.12.02,7000
ST_102,IT_108,2023.12.03,7000
ST_102,IT_108,2023.12.04,7000
ST_102,IT_108,2023.12.05,7000
ST_102,IT_108,2023.12.06,7000
ST_102,IT_108,2023.12.07,7000
ST_102,IT_108,2023.12.08,7000
ST_102,IT_108,2023.12.09,7000
ST_102,IT_108,2023.12.10,7000
ST_102,IT_108,2023.12.11,7000
ST_102,IT_108,2023.12.12,7000
ST_102,IT_108,2023.12.13,7000
ST_102,IT_108,2023.12.14,7000
ST_102,IT_108,2023.12.15,7000
ST_102,IT_108,2023.12.16,7000
ST_102,IT_108,2023.12.17,7000
ST_102,IT_108,2023.12.18,7000
ST_102,IT_108,2023.12.19,7000
ST_102,IT_108,2023.12.20,7000
ST_102,IT_108,2023.12.21,7000
ST_102,IT_108,2023.12.22,7000
ST_102,IT_108,2023.12.23,7000
ST_102,IT_108,2023.12.24,7000
ST_102,IT_108,2023.12.25,7000
ST_102,IT_108,2023.12.26,7000
ST_102,IT_108,2023.12.27,7000
ST_102,IT_108,2023.12.28,7000
ST_102,IT_108,2023.12.29,7000
ST_102,IT_108,2023.12.30,7000
ST_102,IT_108,2023.12.31,7000
ST_102,IT_109,2023.12.01,1000
ST_102,IT_109,2023.12.02,1000
ST_102,IT_109,2023.12.03,1000
ST_102,IT_109,2023.12.04,1000
ST_102,IT_109,2023.12.05,1000
ST_102,IT_109,2023.12.06,1000
ST_102,IT_109,2023.12.07,1000
ST_102,IT_109,2023.12.08,1000
ST_102,IT_109,2023.12.09,1000
ST_102,IT_109,2023.12.10,1000
ST_102,IT_109,2023.12.11,1000
ST_102,IT_109,2023.12.12,1000
ST_102,IT_109,2023.12.13,1000
ST_102,IT_109,2023.12.14,1000
ST_102,IT_109,2023.12.15,1000
ST_102,IT_109,2023.12.16,1000
ST_102,IT_109,2023.12.17,1000
ST_102,IT_109,2023.12.18,1000
ST_102,IT_109,2023.12.19,1000
ST_102,IT_109,2023.12.20,1000
ST_102,IT_109,2023.12.21,1000
ST_102,IT_109,2023.12.22,1000
ST_102,IT_109,2023.12.23,1000
ST_102,IT_109,2023.12.24,1000
ST_102,IT_109,2023.12.25,1000
ST_102,IT_109,2023.12.26,1000
ST_102,IT_109,2023.12.27,1000
ST_102,IT_109,2023.12.28,1000
ST_102,IT_109,2023.12.29,1000
ST_102,IT_109,2023.12.30,1000
ST_102,IT_109,2023.12.31,1000
ST_102,IT_110,2023.12.01,5000
ST_102,IT_110,2023.12.02,5000
ST_102,IT_110,2023.12.03,5000
ST_102,IT_110,2023.12.04,5000
ST_102,IT_110,2023.12.05,5000
ST_102,IT_110,2023.12.06,5000
ST_102,IT_110,2023.12.07,5000
ST_102,IT_110,2023.12.08,5000
ST_102,IT_110,2023.12.09,5000
ST_102,IT_110,2023.12.10,5000
ST_102,IT_110,2023.12.11,5000
ST_102,IT_110,2023.12.12,5000
ST_102,IT_110,2023.12.13,5000
ST_102,IT_110,2023.12.14,5000
ST_102,IT_110,2023.12.15,5000
ST_102,IT_110,2023.12.16,5000
ST_102,IT_110,2023.12.17,5000
ST_102,IT_110,2023.12.18,5000
ST_102,IT_110,2023.12.19,5000
ST_102,IT_110,2023.12.20,5000
ST_102,IT_110,2023.12.21,5000
ST_102,IT_110,2023.12.22,5000
ST_102,IT_110,2023.12.23,5000
ST_102,IT_110,2023.12.24,5000
ST_102,IT_110,2023.12.25,5000
ST_102,IT_110,2023.12.26,5000
ST_102,IT_110,2023.12.27,5000
ST_102,IT_110,2023.12.28,5000
ST_102,IT_110,2023.12.29,5000
ST_102,IT_110,2023.12.30,5000
ST_102,IT_110,2023.12.31,5000
ST_102,IT_111,2023.12.01,8000
ST_102,IT_111,2023.12.02,8000
ST_102,IT_111,2023.12.03,8000
ST_102,IT_111,2023.12.04,8000
ST_102,IT_111,2023.12.05,8000
ST_102,IT_111,2023.12.06,8000
ST_102,IT_111,2023.12.07,8000
ST_102,IT_111,2023.12.08,8000
ST_102,IT_111,2023.12.09,8000
ST_102,IT_111,2023.12.10,8000
ST_102,IT_111,2023.12.11,8000
ST_102,IT_111,2023.12.12,8000
ST_102,IT_111,2023.12.13,8000
ST_102,IT_111,2023.12.14,8000
ST_102,IT_111,2023.12.15,8000
ST_102,IT_111,2023.12.16,8000
ST_102,IT_111,2023.12.17,8000
ST_102,IT_111,2023.12.18,8000
ST_102,IT_111,2023.12.19,8000
ST_102,IT_111,2023.12.20,8000
ST_102,IT_111,2023.12.21,8000
ST_102,IT_111,2023.12.22,8000
ST_102,IT_111,2023.12.23,8000
ST_102,IT_111,2023.12.24,8000
ST_102,IT_111,2023.12.25,8000
ST_102,IT_111,2023.12.26,8000
ST_102,IT_111,2023.12.27,8000
ST_102,IT_111,2023.12.28,8000
ST_102,IT_111,2023.12.29,8000
ST_102,IT_111,2023.12.30,8000
ST_102,IT_111,2023.12.31,8000
ST_102,IT_112,2023.12.01,5500
ST_102,IT_112,2023.12.02,5500
ST_102,IT_112,2023.12.03,5500
ST_102,IT_112,2023.12.04,5500
ST_102,IT_112,2023.12.05,5500
ST_102,IT_112,2023.12.06,5500
ST_102,IT_112,2023.12.07,5500
ST_102,IT_112,2023.12.08,5500
ST_102,IT_112,2023.12.09,5500
ST_102,IT_112,2023.12.10,5500
ST_102,IT_112,2023.12.11,5500
ST_102,IT_112,2023.12.12,5500
ST_102,IT_112,2023.12.13,5500
ST_102,IT_112,2023.12.14,5500
ST_102,IT_112,2023.12.15,5500
ST_102,IT_112,2023.12.16,5500
ST_102,IT_112,2023.12.17,5500
ST_102,IT_112,2023.12.18,5500
ST_102,IT_112,2023.12.19,5500
ST_102,IT_112,2023.12.20,5500
ST_102,IT_112,2023.12.21,5500
ST_102,IT_112,2023.12.22,5500
ST_102,IT_112,2023.12.23,5500
ST_102,IT_112,2023.12.24,5500
ST_102,IT_112,2023.12.25,5500
ST_102,IT_112,2023.12.26,5500
ST_102,IT_112,2023.12.27,5500
ST_102,IT_112,2023.12.28,5500
ST_102,IT_112,2023.12.29,5500
ST_102,IT_112,2023.12.30,5500
ST_102,IT_112,2023.12.31,5500
ST_102,IT_113,2023.12.01,4200
ST_102,IT_113,2023.12.02,4200
ST_102,IT_113,2023.12.03,4200
ST_102,IT_113,2023.12.04,4200
ST_102,IT_113,2023.12.05,4200
ST_102,IT_113,2023.12.06,4200
ST_102,IT_113,2023.12.07,4200
ST_102,IT_113,2023.12.08,4200
ST_102,IT_113,2023.12.09,4200
ST_102,IT_113,2023.12.10,4200
ST_102,IT_113,2023.12.11,4200
ST_102,IT_113,2023.12.12,4200
ST_102,IT_113,2023.12.13,4200
ST_102,IT_113,2023.12.14,4200
ST_102,IT_113,2023.12.15,4200
ST_102,IT_113,2023.12.16,4200
ST_102,IT_113,2023.12.17,4200
ST_102,IT_113,2023.12.18,4200
ST_102,IT_113,2023.12.19,4200
ST_102,IT_113,2023.12.20,4200
ST_102,IT_113,2023.12.21,4200
ST_102,IT_113,2023.12.22,4200
ST_102,IT_113,2023.12.23,4200
ST_102,IT_113,2023.12.24,4200
ST_102,IT_113,2023.12.25,4200
ST_102,IT_113,2023.12.26,4200
ST_102,IT_113,2023.12.27,4200
ST_102,IT_113,2023.12.28,4200
ST_102,IT_113,2023.12.29,4200
ST_102,IT_113,2023.12.30,4200
ST_102,IT_113,2023.12.31,4200
ST_102,IT_114,2023.12.01,11500
ST_102,IT_114,2023.12.02,11500
ST_102,IT_114,2023.12.03,11500
ST_102,IT_114,2023.12.04,11500
ST_102,IT_114,2023.12.05,11500
ST_102,IT_114,2023.12.06,11500
ST_102,IT_114,2023.12.07,11500
ST_102,IT_114,2023.12.08,11500
ST_102,IT_114,2023.12.09,11500
ST_102,IT_114,2023.12.10,11500
ST_102,IT_114,2023.12.11,11500
ST_102,IT_114,2023.12.12,11500
ST_102,IT_114,2023.12.13,11500
ST_102,IT_114,2023.12.14,11500
ST_102,IT_114,2023.12.15,11500
ST_102,IT_114,2023.12.16,11500
ST_102,IT_114,2023.12.17,11500
ST_102,IT_114,2023.12.18,11500
ST_102,IT_114,2023.12.19,11500
ST_102,IT_114,2023.12.20,11500
ST_102,IT_114,2023.12.21,11500
ST_102,IT_114,2023.12.22,11500
ST_102,IT_114,2023.12.23,11500
ST_102,IT_114,2023.12.24,11500
ST_102,IT_114,2023.12.25,11500
ST_102,IT_114,2023.12.26,11500
ST_102,IT_114,2023.12.27,11500
ST_102,IT_114,2023.12.28,11500
ST_102,IT_114,2023.12.29,11500
ST_102,IT_114,2023.12.30,11500
ST_102,IT_114,2023.12.31,11500
ST_102,IT_115,2023.12.01,5500
ST_102,IT_115,2023.12.02,5500
ST_102,IT_115,2023.12.03,5500
ST_102,IT_115,2023.12.04,5500
ST_102,IT_115,2023.12.05,5500
ST_102,IT_115,2023.12.06,5500
ST_102,IT_115,2023.12.07,5500
ST_102,IT_115,2023.12.08,5500
ST_102,IT_115,2023.12.09,5500
ST_102,IT_115,2023.12.10,5500
ST_102,IT_115,2023.12.11,5500
ST_102,IT_115,2023.12.12,5500
ST_102,IT_115,2023.12.13,5500
ST_102,IT_115,2023.12.14,5500
ST_102,IT_115,2023.12.15,5500
ST_102,IT_115,2023.12.16,5500
ST_102,IT_115,2023.12.17,5500
ST_102,IT_115,2023.12.18,5500
ST_102,IT_115,2023.12.19,5500
ST_102,IT_115,2023.12.20,5500
ST_102,IT_115,2023.12.21,5500
ST_102,IT_115,2023.12.22,5500
ST_102,IT_115,2023.12.23,5500
ST_102,IT_115,2023.12.24,5500
ST_102,IT_115,2023.12.25,5500
ST_102,IT_115,2023.12.26,5500
ST_102,IT_115,2023.12.27,5500
ST_102,IT_115,2023.12.28,5500
ST_102,IT_115,2023.12.29,5500
ST_102,IT_115,2023.12.30,5500
ST_102,IT_115,2023.12.31,5500
ST_102,IT_116,2023.12.01,5200
ST_102,IT_116,2023.12.02,5200
ST_102,IT_116,2023.12.03,5200
ST_102,IT_116,2023.12.04,5200
ST_102,IT_116,2023.12.05,5200
ST_102,IT_116,2023.12.06,5200
ST_102,IT_116,2023.12.07,5200
ST_102,IT_116,2023.12.08,5200
ST_102,IT_116,2023.12.09,5200
ST_102,IT_116,2023.12.10,5200
ST_102,IT_116,2023.12.11,5200
ST_102,IT_116,2023.12.12,5200
ST_102,IT_116,2023.12.13,5200
ST_102,IT_116,2023.12.14,5200
ST_102,IT_116,2023.12.15,5200
ST_102,IT_116,2023.12.16,5200
ST_102,IT_116,2023.12.17,5200
ST_102,IT_116,2023.12.18,5200
ST_102,IT_116,2023.12.19,5200
ST_102,IT_116,2023.12.20,5200
ST_102,IT_116,2023.12.21,5200
ST_102,IT_116,2023.12.22,5200
ST_102,IT_116,2023.12.23,5200
ST_102,IT_116,2023.12.24,5200
ST_102,IT_116,2023.12.25,5200
ST_102,IT_116,2023.12.26,5200
ST_102,IT_116,2023.12.27,5200
ST_102,IT_116,2023.12.28,5200
ST_102,IT_116,2023.12.29,5200
ST_102,IT_116,2023.12.30,5200
ST_102,IT_116,2023.12.31,5200
ST_102,IT_117,2023.12.01,3200
ST_102,IT_117,2023.12.02,3200
ST_102,IT_117,2023.12.03,3200
ST_102,IT_117,2023.12.04,3200
ST_102,IT_117,2023.12.05,3200
ST_102,IT_117,2023.12.06,3200
ST_102,IT_117,2023.12.07,3200
ST_102,IT_117,2023.12.08,3200
ST_102,IT_117,2023.12.09,3200
ST_102,IT_117,2023.12.10,3200
ST_102,IT_117,2023.12.11,3200
ST_102,IT_117,2023.12.12,3200
ST_102,IT_117,2023.12.13,3200
ST_102,IT_117,2023.12.14,3200
ST_102,IT_117,2023.12.15,3200
ST_102,IT_117,2023.12.16,3200
ST_102,IT_117,2023.12.17,3200
ST_102,IT_117,2023.12.18,3200
ST_102,IT_117,2023.12.19,3200
ST_102,IT_117,2023.12.20,3200
ST_102,IT_117,2023.12.21,3200
ST_102,IT_117,2023.12.22,3200
ST_102,IT_117,2023.12.23,3200
ST_102,IT_117,2023.12.24,3200
ST_102,IT_117,2023.12.25,3200
ST_102,IT_117,2023.12.26,3200
ST_102,IT_117,2023.12.27,3200
ST_102,IT_117,2023.12.28,3200
ST_102,IT_117,2023.12.29,3200
ST_102,IT_117,2023.12.30,3200
ST_102,IT_117,2023.12.31,3200
ST_102,IT_118,2023.12.01,1400
ST_102,IT_118,2023.12.02,1400
ST_102,IT_118,2023.12.03,1400
ST_102,IT_118,2023.12.04,1400
ST_102,IT_118,2023.12.05,1400
ST_102,IT_118,2023.12.06,1400
ST_102,IT_118,2023.12.07,1400
ST_102,IT_118,2023.12.08,1400
ST_102,IT_118,2023.12.09,1400
ST_102,IT_118,2023.12.10,1400
ST_102,IT_118,2023.12.11,1400
ST_102,IT_118,2023.12.12,1400
ST_102,IT_118,2023.12.13,1400
ST_102,IT_118,2023.12.14,1400
ST_102,IT_118,2023.12.15,1400
ST_102,IT_118,2023.12.16,1400
ST_102,IT_118,2023.12.17,1400
ST_102,IT_118,2023.12.18,1400
ST_102,IT_118,2023.12.19,1400
ST_102,IT_118,2023.12.20,1400
ST_102,IT_118,2023.12.21,1400
ST_102,IT_118,2023.12.22,1400
ST_102,IT_118,2023.12.23,1400
ST_102,IT_118,2023.12.24,1400
ST_102,IT_118,2023.12.25,1400
ST_102,IT_118,2023.12.26,1400
ST_102,IT_118,2023.12.27,1400
ST_102,IT_118,2023.12.28,1400
ST_102,IT_118,2023.12.29,1400
ST_102,IT_118,2023.12.30,1400
ST_102,IT_118,2023.12.31,1400
ST_102,IT_119,2023.12.01,56000
ST_102,IT_119,2023.12.02,56000
ST_102,IT_119,2023.12.03,56000
ST_102,IT_119,2023.12.04,56000
ST_102,IT_119,2023.12.05,56000
ST_102,IT_119,2023.12.06,56000
ST_102,IT_119,2023.12.07,56000
ST_102,IT_119,2023.12.08,56000
ST_102,IT_119,2023.12.09,56000
ST_102,IT_119,2023.12.10,56000
ST_102,IT_119,2023.12.11,56000
ST_102,IT_119,2023.12.12,56000
ST_102,IT_119,2023.12.13,56000
ST_102,IT_119,2023.12.14,56000
ST_102,IT_119,2023.12.15,56000
ST_102,IT_119,2023.12.16,56000
ST_102,IT_119,2023.12.17,56000
ST_102,IT_119,2023.12.18,56000
ST_102,IT_119,2023.12.19,56000
ST_102,IT_119,2023.12.20,56000
ST_102,IT_119,2023.12.21,56000
ST_102,IT_119,2023.12.22,56000
ST_102,IT_119,2023.12.23,56000
ST_102,IT_119,2023.12.24,56000
ST_102,IT_119,2023.12.25,56000
ST_102,IT_119,2023.12.26,56000
ST_102,IT_119,2023.12.27,56000
ST_102,IT_119,2023.12.28,56000
ST_102,IT_119,2023.12.29,56000
ST_102,IT_119,2023.12.30,56000
ST_102,IT_119,2023.12.31,56000
ST_102,IT_120,2023.12.01,3
ST_102,IT_120,2023.12.02,3
ST_102,IT_120,2023.12.03,3
ST_102,IT_120,2023.12.04,3
ST_102,IT_120,2023.12.05,3
ST_102,IT_120,2023.12.06,3
ST_102,IT_120,2023.12.07,3
ST_102,IT_120,2023.12.08,3
ST_102,IT_120,2023.12.09,3
ST_102,IT_120,2023.12.10,3
ST_102,IT_120,2023.12.11,3
ST_102,IT_120,2023.12.12,3
ST_102,IT_120,2023.12.13,3
ST_102,IT_120,2023.12.14,3
ST_102,IT_120,2023.12.15,3
ST_102,IT_120,2023.12.16,3
ST_102,IT_120,2023.12.17,3
ST_102,IT_120,2023.12.18,3
ST_102,IT_120,2023.12.19,3
ST_102,IT_120,2023.12.20,3
ST_102,IT_120,2023.12.21,3
ST_102,IT_120,2023.12.22,3
ST_102,IT_120,2023.12.23,3
ST_102,IT_120,2023.12.24,3
ST_102,IT_120,2023.12.25,3
ST_102,IT_120,2023.12.26,3
ST_102,IT_120,2023.12.27,3
ST_102,IT_120,2023.12.28,3
ST_102,IT_120,2023.12.29,3
ST_102,IT_120,2023.12.30,3
ST_102,IT_120,2023.12.31,3
ST_102,IT_121,2023.12.01,3000
ST_102,IT_121,2023.12.02,3000
ST_102,IT_121,2023.12.03,3000
ST_102,IT_121,2023.12.04,3000
ST_102,IT_121,2023.12.05,3000
ST_102,IT_121,2023.12.06,3000
ST_102,IT_121,2023.12.07,3000
ST_102,IT_121,2023.12.08,3000
ST_102,IT_121,2023.12.09,3000
ST_102,IT_121,2023.12.10,3000
ST_102,IT_121,2023.12.11,3000
ST_102,IT_121,2023.12.12,3000
ST_102,IT_121,2023.12.13,3000
ST_102,IT_121,2023.12.14,3000
ST_102,IT_121,2023.12.15,3000
ST_102,IT_121,2023.12.16,3000
ST_102,IT_121,2023.12.17,3000
ST_102,IT_121,2023.12.18,3000
ST_102,IT_121,2023.12.19,3000
ST_102,IT_121,2023.12.20,3000
ST_102,IT_121,2023.12.21,3000
ST_102,IT_121,2023.12.22,3000
ST_102,IT_121,2023.12.23,3000
ST_102,IT_121,2023.12.24,3000
ST_102,IT_121,2023.12.25,3000
ST_102,IT_121,2023.12.26,3000
ST_102,IT_121,2023.12.27,3000
ST_102,IT_121,2023.12.28,3000
ST_102,IT_121,2023.12.29,3000
ST_102,IT_121,2023.12.30,3000
ST_102,IT_121,2023.12.31,3000
ST_102,IT_122,2023.12.01,5000
ST_102,IT_122,2023.12.02,5000
ST_102,IT_122,2023.12.03,5000
ST_102,IT_122,2023.12.04,5000
ST_102,IT_122,2023.12.05,5000
ST_102,IT_122,2023.12.06,5000
ST_102,IT_122,2023.12.07,5000
ST_102,IT_122,2023.12.08,5000
ST_102,IT_122,2023.12.09,5000
ST_102,IT_122,2023.12.10,5000
ST_102,IT_122,2023.12.11,5000
ST_102,IT_122,2023.12.12,5000
ST_102,IT_122,2023.12.13,5000
ST_102,IT_122,2023.12.14,5000
ST_102,IT_122,2023.12.15,5000
ST_102,IT_122,2023.12.16,5000
ST_102,IT_122,2023.12.17,5000
ST_102,IT_122,2023.12.18,5000
ST_102,IT_122,2023.12.19,5000
ST_102,IT_122,2023.12.20,5000
ST_102,IT_122,2023.12.21,5000
ST_102,IT_122,2023.12.22,5000
ST_102,IT_122,2023.12.23,5000
ST_102,IT_122,2023.12.24,5000
ST_102,IT_122,2023.12.25,5000
ST_102,IT_122,2023.12.26,5000
ST_102,IT_122,2023.12.27,5000
ST_102,IT_122,2023.12.28,5000
ST_102,IT_122,2023.12.29,5000
ST_102,IT_122,2023.12.30,5000
ST_102,IT_122,2023.12.31,5000
ST_102,IT_123,2023.12.01,600
ST_102,IT_123,2023.12.02,600
ST_102,IT_123,2023.12.03,600
ST_102,IT_123,2023.12.04,600
ST_102,IT_123,2023.12.05,600
ST_102,IT_123,2023.12.06,600
ST_102,IT_123,2023.12.07,600
ST_102,IT_123,2023.12.08,600
ST_102,IT_123,2023.12.09,600
ST_102,IT_123,2023.12.10,600
ST_102,IT_123,2023.12.11,600
ST_102,IT_123,2023.12.12,600
ST_102,IT_123,2023.12.13,600
ST_102,IT_123,2023.12.14,600
ST_102,IT_123,2023.12.15,600
ST_102,IT_123,2023.12.16,600
ST_102,IT_123,2023.12.17,600
ST_102,IT_123,2023.12.18,600
ST_102,IT_123,2023.12.19,600
ST_102,IT_123,2023.12.20,600
